ID,Incomplete,Demand-Type,Demand-Unit,Demand-Offset,Demand-Directional,LS1-Family,LS1-Theta_0,LS1-Theta_1,LS1-DamageStateWeights,LS2-Family,LS2-Theta_0,LS2-Theta_1,LS2-DamageStateWeights,LS3-Family,LS3-Theta_0,LS3-Theta_1,LS3-DamageStateWeights,LS4-Family,LS4-Theta_0,LS4-Theta_1,LS4-DamageStateWeights
STR.S4H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0026,0.4,,lognormal,0.0064,0.4,,lognormal,0.0175,0.4,0.97 | 0.03
STR.S5L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.003,0.4,,lognormal,0.006,0.4,,lognormal,0.015,0.4,,lognormal,0.035,0.4,0.92 | 0.08
STR.S5L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0024,0.4,,lognormal,0.0048,0.4,,lognormal,0.012,0.4,,lognormal,0.028,0.4,0.92 | 0.08
STR.S5M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.004,0.4,,lognormal,0.01,0.4,,lognormal,0.0233,0.4,0.95 | 0.05
STR.S5M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.0187,0.4,0.95 | 0.05
STR.S5H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0015,0.4,,lognormal,0.003,0.4,,lognormal,0.0075,0.4,,lognormal,0.0175,0.4,0.97 | 0.03
STR.S5H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0012,0.4,,lognormal,0.0024,0.4,,lognormal,0.006,0.4,,lognormal,0.014,0.4,0.97 | 0.03
STR.C1L.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.005,0.4,,lognormal,0.01,0.4,,lognormal,0.03,0.4,,lognormal,0.08,0.4,0.87 | 0.13
STR.C1L.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.005,0.4,,lognormal,0.0087,0.4,,lognormal,0.0233,0.4,,lognormal,0.06,0.4,0.87 | 0.13
STR.C1L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.005,0.4,,lognormal,0.008,0.4,,lognormal,0.02,0.4,,lognormal,0.05,0.4,0.87 | 0.13
STR.C1L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0064,0.4,,lognormal,0.016,0.4,,lognormal,0.04,0.4,0.87 | 0.13
STR.C1M.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0033,0.4,,lognormal,0.0067,0.4,,lognormal,0.02,0.4,,lognormal,0.0533,0.4,0.9 | 0.1
STR.C1M.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0033,0.4,,lognormal,0.0058,0.4,,lognormal,0.0156,0.4,,lognormal,0.04,0.4,0.9 | 0.1
STR.C1M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0033,0.4,,lognormal,0.0053,0.4,,lognormal,0.0133,0.4,,lognormal,0.0333,0.4,0.9 | 0.1
STR.C1M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0043,0.4,,lognormal,0.0107,0.4,,lognormal,0.0267,0.4,0.9 | 0.1
STR.C1H.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0025,0.4,,lognormal,0.005,0.4,,lognormal,0.015,0.4,,lognormal,0.04,0.4,0.95 | 0.05
STR.C1H.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0025,0.4,,lognormal,0.0043,0.4,,lognormal,0.0117,0.4,,lognormal,0.03,0.4,0.95 | 0.05
STR.C1H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0025,0.4,,lognormal,0.004,0.4,,lognormal,0.01,0.4,,lognormal,0.025,0.4,0.95 | 0.05
STR.C1H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.02,0.4,0.95 | 0.05
STR.C2L.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.01,0.4,,lognormal,0.03,0.4,,lognormal,0.08,0.4,0.87 | 0.13
STR.C2L.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0084,0.4,,lognormal,0.0232,0.4,,lognormal,0.06,0.4,0.87 | 0.13
STR.C2L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0076,0.4,,lognormal,0.0197,0.4,,lognormal,0.05,0.4,0.87 | 0.13
STR.C2L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0061,0.4,,lognormal,0.0158,0.4,,lognormal,0.04,0.4,0.87 | 0.13
STR.C2M.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0067,0.4,,lognormal,0.02,0.4,,lognormal,0.0533,0.4,0.9 | 0.1
STR.C2M.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0056,0.4,,lognormal,0.0154,0.4,,lognormal,0.04,0.4,0.9 | 0.1
STR.C2M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0051,0.4,,lognormal,0.0132,0.4,,lognormal,0.0333,0.4,0.9 | 0.1
STR.C2M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0021,0.4,,lognormal,0.0041,0.4,,lognormal,0.0105,0.4,,lognormal,0.0267,0.4,0.9 | 0.1
STR.C2H.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.005,0.4,,lognormal,0.015,0.4,,lognormal,0.04,0.4,0.95 | 0.05
STR.C2H.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0042,0.4,,lognormal,0.0116,0.4,,lognormal,0.03,0.4,0.95 | 0.05
STR.C2H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0038,0.4,,lognormal,0.0099,0.4,,lognormal,0.025,0.4,0.95 | 0.05
STR.C2H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0031,0.4,,lognormal,0.0079,0.4,,lognormal,0.02,0.4,0.95 | 0.05
STR.C3L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.003,0.4,,lognormal,0.006,0.4,,lognormal,0.015,0.4,,lognormal,0.035,0.4,0.85 | 0.15
STR.C3L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0024,0.4,,lognormal,0.0048,0.4,,lognormal,0.012,0.4,,lognormal,0.028,0.4,0.85 | 0.15
STR.C3M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.004,0.4,,lognormal,0.01,0.4,,lognormal,0.0233,0.4,0.87 | 0.13
STR.C3M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.0187,0.4,0.87 | 0.13
STR.C3H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0015,0.4,,lognormal,0.003,0.4,,lognormal,0.0075,0.4,,lognormal,0.0175,0.4,0.9 | 0.1
STR.C3H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0012,0.4,,lognormal,0.0024,0.4,,lognormal,0.006,0.4,,lognormal,0.014,0.4,0.9 | 0.1
STR.PC1.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.85 | 0.15
STR.PC1.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.007,0.4,,lognormal,0.0187,0.4,,lognormal,0.0525,0.4,0.85 | 0.15
STR.PC1.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0064,0.4,,lognormal,0.0161,0.4,,lognormal,0.0438,0.4,0.85 | 0.15
STR.PC1.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0051,0.4,,lognormal,0.0128,0.4,,lognormal,0.035,0.4,0.85 | 0.15
STR.PC2L.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.85 | 0.15
STR.PC2L.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0069,0.4,,lognormal,0.0187,0.4,,lognormal,0.0525,0.4,0.85 | 0.15
STR.PC2L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0064,0.4,,lognormal,0.0161,0.4,,lognormal,0.0438,0.4,0.85 | 0.15
STR.PC2L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0051,0.4,,lognormal,0.0128,0.4,,lognormal,0.035,0.4,0.85 | 0.15
STR.PC2M.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0053,0.4,,lognormal,0.016,0.4,,lognormal,0.0467,0.4,0.87 | 0.13
STR.PC2M.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0046,0.4,,lognormal,0.0125,0.4,,lognormal,0.035,0.4,0.87 | 0.13
STR.PC2M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0043,0.4,,lognormal,0.0107,0.4,,lognormal,0.0292,0.4,0.87 | 0.13
STR.PC2M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0021,0.4,,lognormal,0.0034,0.4,,lognormal,0.0086,0.4,,lognormal,0.0233,0.4,0.87 | 0.13
STR.PC2H.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.004,0.4,,lognormal,0.012,0.4,,lognormal,0.035,0.4,0.9 | 0.1
STR.PC2H.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0035,0.4,,lognormal,0.0094,0.4,,lognormal,0.0263,0.4,0.9 | 0.1
STR.PC2H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.0219,0.4,0.9 | 0.1
STR.PC2H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0026,0.4,,lognormal,0.0064,0.4,,lognormal,0.0175,0.4,0.9 | 0.1
STR.RM1L.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.87 | 0.13
STR.RM1L.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0069,0.4,,lognormal,0.0187,0.4,,lognormal,0.0525,0.4,0.87 | 0.13
STR.RM1L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0064,0.4,,lognormal,0.0161,0.4,,lognormal,0.0438,0.4,0.87 | 0.13
STR.RM1L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0051,0.4,,lognormal,0.0128,0.4,,lognormal,0.035,0.4,0.87 | 0.13
STR.RM1M.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0053,0.4,,lognormal,0.016,0.4,,lognormal,0.0467,0.4,0.9 | 0.1
STR.RM1M.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0046,0.4,,lognormal,0.0125,0.4,,lognormal,0.035,0.4,0.9 | 0.1
STR.RM1M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0043,0.4,,lognormal,0.0107,0.4,,lognormal,0.0292,0.4,0.9 | 0.1
STR.RM1M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0021,0.4,,lognormal,0.0034,0.4,,lognormal,0.0086,0.4,,lognormal,0.0233,0.4,0.9 | 0.1
STR.RM2L.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.87 | 0.13
STR.RM2L.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0069,0.4,,lognormal,0.0187,0.4,,lognormal,0.0525,0.4,0.87 | 0.13
STR.RM2L.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.0064,0.4,,lognormal,0.0161,0.4,,lognormal,0.0438,0.4,0.87 | 0.13
STR.RM2L.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0051,0.4,,lognormal,0.0128,0.4,,lognormal,0.035,0.4,0.87 | 0.13
STR.RM2M.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0053,0.4,,lognormal,0.016,0.4,,lognormal,0.0467,0.4,0.9 | 0.1
STR.RM2M.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0046,0.4,,lognormal,0.0125,0.4,,lognormal,0.035,0.4,0.9 | 0.1
STR.RM2M.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0027,0.4,,lognormal,0.0043,0.4,,lognormal,0.0107,0.4,,lognormal,0.0292,0.4,0.9 | 0.1
STR.RM2M.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0021,0.4,,lognormal,0.0034,0.4,,lognormal,0.0086,0.4,,lognormal,0.0233,0.4,0.9 | 0.1
STR.RM2H.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.004,0.4,,lognormal,0.012,0.4,,lognormal,0.035,0.4,0.95 | 0.05
STR.RM2H.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0035,0.4,,lognormal,0.0094,0.4,,lognormal,0.0263,0.4,0.95 | 0.05
STR.RM2H.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.0219,0.4,0.95 | 0.05
STR.RM2H.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0026,0.4,,lognormal,0.0064,0.4,,lognormal,0.0175,0.4,0.95 | 0.05
STR.URML.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.003,0.4,,lognormal,0.006,0.4,,lognormal,0.015,0.4,,lognormal,0.035,0.4,0.85 | 0.15
STR.URML.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0024,0.4,,lognormal,0.0048,0.4,,lognormal,0.012,0.4,,lognormal,0.028,0.4,0.85 | 0.15
STR.URMM.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.002,0.4,,lognormal,0.004,0.4,,lognormal,0.01,0.4,,lognormal,0.0233,0.4,0.85 | 0.15
STR.URMM.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0016,0.4,,lognormal,0.0032,0.4,,lognormal,0.008,0.4,,lognormal,0.0187,0.4,0.85 | 0.15
STR.MH.HC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.97 | 0.03
STR.MH.MC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.97 | 0.03
STR.MH.LC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.4,,lognormal,0.008,0.4,,lognormal,0.024,0.4,,lognormal,0.07,0.4,0.97 | 0.03
STR.MH.PC,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.0032,0.4,,lognormal,0.0064,0.4,,lognormal,0.0192,0.4,,lognormal,0.056,0.4,0.97 | 0.03
NSD,0,Peak Roof Drift Ratio,rad,0,0,lognormal,0.004,0.5,,lognormal,0.008,0.5,,lognormal,0.025,0.5,,lognormal,0.05,0.5,
NSA.HC,0,Peak Floor Acceleration,g,0,0,lognormal,0.3,0.6,,lognormal,0.6,0.6,,lognormal,1.2,0.6,,lognormal,2.4,0.6,
NSA.MC,0,Peak Floor Acceleration,g,0,0,lognormal,0.25,0.6,,lognormal,0.5,0.6,,lognormal,1,0.6,,lognormal,2,0.6,
NSA.LC,0,Peak Floor Acceleration,g,0,0,lognormal,0.2,0.6,,lognormal,0.4,0.6,,lognormal,0.8,0.6,,lognormal,1.6,0.6,
NSA.PC,0,Peak Floor Acceleration,g,0,0,lognormal,0.2,0.6,,lognormal,0.4,0.6,,lognormal,0.8,0.6,,lognormal,1.6,0.6,
LF.W1.HC,0,Peak Ground Acceleration,g,0,0,lognormal,0.26,0.65,,lognormal,0.55,0.65,,lognormal,1.28,0.65,,lognormal,2.01,0.65,0.97 | 0.03
LF.W1.MC,0,Peak Ground Acceleration,g,0,0,lognormal,0.24,0.65,,lognormal,0.43,0.65,,lognormal,0.91,0.65,,lognormal,1.34,0.65,0.97 | 0.03
LF.W1.LC,0,Peak Ground Acceleration,g,0,0,lognormal,0.2,0.65,,lognormal,0.34,0.65,,lognormal,0.61,0.65,,lognormal,0.95,0.65,0.97 | 0.03
